trade_id,event_id,entry_timestamp,entry_price,exit_timestamp,exit_price,size,side,gross_pnl,fees,net_pnl,duration
TRD_1,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-03-21T14:40:04Z,0.968,2025-03-22T07:20:05Z,0.965,5000,LONG,-15.000000000000014,0.0,-15.000000000000014,16.666944444444443
TRD_2,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-03-23T00:00:06Z,0.969,2025-03-23T16:40:05Z,0.969,5000,LONG,0.0,0.0,0.0,16.66638888888889
TRD_3,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-03-24T09:20:05Z,0.969,2025-03-25T02:00:05Z,0.9665,5000,LONG,-12.499999999999734,0.0,-12.499999999999734,16.666666666666668
TRD_4,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-03-25T18:40:05Z,0.9675,2025-03-26T11:20:05Z,0.971,5000,LONG,17.499999999999737,0.0,17.499999999999737,16.666666666666668
TRD_5,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-03-27T04:00:06Z,0.971,2025-03-27T20:40:06Z,0.97,5000,LONG,-5.000000000000004,0.0,-5.000000000000004,16.666666666666668
TRD_6,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-03-28T13:20:06Z,0.97,2025-03-29T06:00:05Z,0.97,5000,LONG,0.0,0.0,0.0,16.66638888888889
TRD_7,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-03-29T22:40:05Z,0.9685,2025-03-30T15:20:05Z,0.969,5000,LONG,2.4999999999997247,0.0,2.4999999999997247,16.666666666666668
TRD_8,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-03-31T08:00:06Z,0.97,2025-04-01T00:40:06Z,0.9725,5000,LONG,12.500000000000288,0.0,12.500000000000288,16.666666666666668
TRD_9,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-01T17:20:06Z,0.9725,2025-04-02T10:00:05Z,0.971,5000,LONG,-7.500000000000284,0.0,-7.500000000000284,16.66638888888889
TRD_10,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-03T02:40:05Z,0.971,2025-04-03T19:20:06Z,0.97,5000,LONG,-5.000000000000004,0.0,-5.000000000000004,16.666944444444443
TRD_11,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-04T12:00:07Z,0.9685,2025-04-05T04:40:06Z,0.9715,5000,LONG,15.000000000000014,0.0,15.000000000000014,16.66638888888889
TRD_12,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-05T21:20:05Z,0.9725,2025-04-06T14:00:05Z,0.972,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.666666666666668
TRD_13,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-07T06:40:06Z,0.972,2025-04-07T23:20:06Z,0.9715,5000,LONG,-2.4999999999997247,0.0,-2.4999999999997247,16.666666666666668
TRD_14,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-08T16:00:06Z,0.9685,2025-04-09T08:40:05Z,0.9685,5000,LONG,0.0,0.0,0.0,16.66638888888889
TRD_15,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-10T01:20:05Z,0.97,2025-04-10T18:00:05Z,0.969,5000,LONG,-5.000000000000004,0.0,-5.000000000000004,16.666666666666668
TRD_16,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-11T10:40:07Z,0.97,2025-04-12T03:20:05Z,0.9705,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.66611111111111
TRD_17,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-12T20:00:05Z,0.9705,2025-04-13T12:40:06Z,0.9675,5000,LONG,-15.000000000000014,0.0,-15.000000000000014,16.666944444444443
TRD_18,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-14T05:20:04Z,0.968,2025-04-14T22:00:04Z,0.9675,5000,LONG,-2.4999999999997247,0.0,-2.4999999999997247,16.666666666666668
TRD_19,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-15T14:40:05Z,0.9685,2025-04-16T07:20:05Z,0.9685,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_20,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-17T00:00:06Z,0.9705,2025-04-17T16:40:05Z,0.969,5000,LONG,-7.500000000000284,0.0,-7.500000000000284,16.66638888888889
TRD_21,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-18T09:20:06Z,0.9685,2025-04-19T02:00:06Z,0.9685,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_22,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-19T18:40:06Z,0.9665,2025-04-20T11:20:06Z,0.9645,5000,LONG,-10.000000000000009,0.0,-10.000000000000009,16.666666666666668
TRD_23,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-21T04:00:06Z,0.968,2025-04-21T20:40:05Z,0.9695,5000,LONG,7.500000000000284,0.0,7.500000000000284,16.66638888888889
TRD_24,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-22T13:20:07Z,0.9645,2025-04-23T06:00:06Z,0.9655,5000,LONG,5.000000000000004,0.0,5.000000000000004,16.66638888888889
TRD_25,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-23T22:40:05Z,0.965,2025-04-24T15:20:06Z,0.965,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_26,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-25T08:00:06Z,0.9655,2025-04-26T00:40:06Z,0.9655,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_27,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-26T17:20:05Z,0.9655,2025-04-27T10:00:05Z,0.973,5000,LONG,37.49999999999976,0.0,37.49999999999976,16.666666666666668
TRD_28,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-28T02:40:05Z,0.972,2025-04-28T19:20:06Z,0.9715,5000,LONG,-2.4999999999997247,0.0,-2.4999999999997247,16.666944444444443
TRD_29,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-29T12:00:05Z,0.9705,2025-04-30T04:40:06Z,0.972,5000,LONG,7.499999999999729,0.0,7.499999999999729,16.666944444444443
TRD_30,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-04-30T21:20:06Z,0.97,2025-05-01T14:00:05Z,0.971,5000,LONG,5.000000000000004,0.0,5.000000000000004,16.66638888888889
TRD_31,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-02T06:40:05Z,0.974,2025-05-02T23:20:06Z,0.972,5000,LONG,-10.000000000000009,0.0,-10.000000000000009,16.666944444444443
TRD_32,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-03T16:00:06Z,0.9735,2025-05-04T08:40:05Z,0.972,5000,LONG,-7.500000000000284,0.0,-7.500000000000284,16.66638888888889
TRD_33,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-05T01:20:04Z,0.971,2025-05-05T18:00:06Z,0.973,5000,LONG,10.000000000000009,0.0,10.000000000000009,16.66722222222222
TRD_34,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-06T10:40:05Z,0.973,2025-05-07T03:20:06Z,0.9735,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.666944444444443
TRD_35,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-07T20:00:06Z,0.9695,2025-05-08T12:40:06Z,0.9705,5000,LONG,5.000000000000004,0.0,5.000000000000004,16.666666666666668
TRD_36,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-09T05:20:06Z,0.9705,2025-05-09T22:00:07Z,0.9705,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_37,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-10T14:40:06Z,0.97,2025-05-11T07:20:08Z,0.9705,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.66722222222222
TRD_38,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-12T00:00:06Z,0.9705,2025-05-12T16:40:07Z,0.9705,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_39,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-13T09:20:06Z,0.9705,2025-05-14T02:00:07Z,0.9705,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_40,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-14T18:40:07Z,0.969,2025-05-15T11:20:07Z,0.9685,5000,LONG,-2.4999999999997247,0.0,-2.4999999999997247,16.666666666666668
TRD_41,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-16T04:00:06Z,0.969,2025-05-16T20:40:06Z,0.968,5000,LONG,-5.000000000000004,0.0,-5.000000000000004,16.666666666666668
TRD_42,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-17T13:20:07Z,0.9685,2025-05-18T06:00:07Z,0.968,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.666666666666668
TRD_43,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-18T22:40:06Z,0.9675,2025-05-19T15:20:06Z,0.9675,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_44,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-20T08:00:06Z,0.9675,2025-05-21T00:40:07Z,0.97,5000,LONG,12.499999999999734,0.0,12.499999999999734,16.666944444444443
TRD_45,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-21T17:20:06Z,0.9705,2025-05-22T10:00:07Z,0.9705,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_46,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-23T02:40:07Z,0.972,2025-05-23T19:20:06Z,0.971,5000,LONG,-5.000000000000004,0.0,-5.000000000000004,16.66638888888889
TRD_47,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-24T12:00:06Z,0.9715,2025-05-25T04:40:07Z,0.9715,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_48,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-25T21:20:06Z,0.9665,2025-05-26T14:00:06Z,0.9665,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_49,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-27T06:40:06Z,0.9655,2025-05-27T23:20:06Z,0.9675,5000,LONG,10.000000000000009,0.0,10.000000000000009,16.666666666666668
TRD_50,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-28T16:00:07Z,0.9685,2025-05-29T08:40:06Z,0.9685,5000,LONG,0.0,0.0,0.0,16.66638888888889
TRD_51,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-30T01:20:07Z,0.97,2025-05-30T18:00:08Z,0.9705,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.666944444444443
TRD_52,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-05-31T10:40:06Z,0.9705,2025-06-01T03:20:06Z,0.9705,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_53,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-01T20:00:07Z,0.971,2025-06-02T12:40:06Z,0.972,5000,LONG,5.000000000000004,0.0,5.000000000000004,16.66638888888889
TRD_54,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-03T05:20:06Z,0.9725,2025-06-03T22:00:06Z,0.9725,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_55,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-04T14:40:06Z,0.9715,2025-06-05T07:20:05Z,0.971,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.66638888888889
TRD_56,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-06T00:00:06Z,0.9735,2025-06-06T16:40:06Z,0.9715,5000,LONG,-10.000000000000009,0.0,-10.000000000000009,16.666666666666668
TRD_57,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-07T09:20:06Z,0.9715,2025-06-08T02:00:07Z,0.9715,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_58,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-08T18:40:06Z,0.9715,2025-06-09T11:20:07Z,0.972,5000,LONG,2.4999999999997247,0.0,2.4999999999997247,16.666944444444443
TRD_59,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-10T04:00:06Z,0.973,2025-06-10T20:40:06Z,0.9705,5000,LONG,-12.499999999999734,0.0,-12.499999999999734,16.666666666666668
TRD_60,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-11T13:20:06Z,0.9715,2025-06-12T06:00:07Z,0.9715,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_61,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-12T22:40:07Z,0.972,2025-06-13T15:30:08Z,0.972,5000,LONG,0.0,0.0,0.0,16.83361111111111
TRD_62,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-14T08:10:08Z,0.971,2025-06-15T00:50:07Z,0.972,5000,LONG,5.000000000000004,0.0,5.000000000000004,16.66638888888889
TRD_63,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-15T17:30:07Z,0.972,2025-06-16T10:10:06Z,0.9725,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.66638888888889
TRD_64,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-17T02:50:07Z,0.9725,2025-06-17T19:30:07Z,0.9725,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_65,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-18T12:10:07Z,0.973,2025-06-19T04:50:08Z,0.973,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_66,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-19T21:30:06Z,0.9735,2025-06-20T14:10:08Z,0.9735,5000,LONG,0.0,0.0,0.0,16.66722222222222
TRD_67,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-21T06:50:08Z,0.9735,2025-06-21T23:30:07Z,0.974,5000,LONG,2.4999999999997247,0.0,2.4999999999997247,16.66638888888889
TRD_68,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-22T16:10:06Z,0.9725,2025-06-23T08:50:07Z,0.9735,5000,LONG,5.000000000000004,0.0,5.000000000000004,16.666944444444443
TRD_69,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-24T01:30:06Z,0.973,2025-06-24T18:10:07Z,0.9725,5000,LONG,-2.4999999999997247,0.0,-2.4999999999997247,16.666944444444443
TRD_70,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-25T10:50:07Z,0.973,2025-06-26T03:20:07Z,0.973,5000,LONG,0.0,0.0,0.0,16.5
TRD_71,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-26T20:00:08Z,0.973,2025-06-27T12:50:08Z,0.973,5000,LONG,0.0,0.0,0.0,16.833333333333332
TRD_72,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-28T05:30:08Z,0.973,2025-06-28T22:10:08Z,0.9735,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.666666666666668
TRD_73,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-06-29T14:50:08Z,0.9735,2025-06-30T07:30:07Z,0.9735,5000,LONG,0.0,0.0,0.0,16.66638888888889
TRD_74,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-01T00:10:07Z,0.9735,2025-07-01T16:50:06Z,0.9755,5000,LONG,10.000000000000009,0.0,10.000000000000009,16.66638888888889
TRD_75,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-02T09:30:08Z,0.9765,2025-07-03T02:10:08Z,0.9765,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_76,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-03T18:50:08Z,0.9775,2025-07-04T11:30:07Z,0.977,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.66638888888889
TRD_77,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-05T04:10:08Z,0.9765,2025-07-05T20:50:07Z,0.977,5000,LONG,2.4999999999997247,0.0,2.4999999999997247,16.66638888888889
TRD_78,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-06T13:30:09Z,0.9775,2025-07-07T06:10:07Z,0.977,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.66611111111111
TRD_79,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-07T22:50:08Z,0.977,2025-07-08T15:30:07Z,0.977,5000,LONG,0.0,0.0,0.0,16.66638888888889
TRD_80,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-09T08:10:07Z,0.9765,2025-07-10T00:50:08Z,0.9765,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_81,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-10T17:30:08Z,0.9755,2025-07-11T10:10:09Z,0.975,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.666944444444443
TRD_82,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-12T02:50:08Z,0.9755,2025-07-12T19:30:08Z,0.9755,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_83,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-13T12:10:09Z,0.9765,2025-07-14T04:50:07Z,0.9765,5000,LONG,0.0,0.0,0.0,16.66611111111111
TRD_84,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-14T21:30:07Z,0.9765,2025-07-15T14:10:07Z,0.977,5000,LONG,2.4999999999997247,0.0,2.4999999999997247,16.666666666666668
TRD_85,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-16T06:50:08Z,0.9775,2025-07-16T23:30:07Z,0.977,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.66638888888889
TRD_86,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-17T16:10:07Z,0.977,2025-07-18T08:40:09Z,0.9775,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.500555555555554
TRD_87,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-19T01:20:09Z,0.9775,2025-07-19T18:00:07Z,0.977,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.66611111111111
TRD_88,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-20T10:40:07Z,0.977,2025-07-21T03:20:07Z,0.9775,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.666666666666668
TRD_89,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-21T20:00:08Z,0.9775,2025-07-22T12:40:09Z,0.9775,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_90,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-23T05:10:08Z,0.977,2025-07-23T21:50:09Z,0.9775,5000,LONG,2.5000000000002798,0.0,2.5000000000002798,16.666944444444443
TRD_91,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-24T14:30:09Z,0.977,2025-07-25T07:10:09Z,0.977,5000,LONG,0.0,0.0,0.0,16.666666666666668
TRD_92,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-25T23:50:09Z,0.9765,2025-07-26T16:30:09Z,0.977,5000,LONG,2.4999999999997247,0.0,2.4999999999997247,16.666666666666668
TRD_93,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-27T09:10:08Z,0.977,2025-07-28T01:50:08Z,0.9765,5000,LONG,-2.4999999999997247,0.0,-2.4999999999997247,16.666666666666668
TRD_94,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-28T18:30:08Z,0.9765,2025-07-29T11:10:09Z,0.9765,5000,LONG,0.0,0.0,0.0,16.666944444444443
TRD_95,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-30T03:50:09Z,0.9765,2025-07-30T20:40:09Z,0.9765,5000,LONG,0.0,0.0,0.0,16.833333333333332
TRD_96,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-07-31T13:20:10Z,0.976,2025-08-01T06:00:08Z,0.976,5000,LONG,0.0,0.0,0.0,16.66611111111111
TRD_97,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-08-01T22:40:10Z,0.9795,2025-08-02T15:20:09Z,0.977,5000,LONG,-12.500000000000288,0.0,-12.500000000000288,16.66638888888889
TRD_98,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-08-03T08:00:10Z,0.9785,2025-08-04T00:40:09Z,0.9765,5000,LONG,-10.000000000000009,0.0,-10.000000000000009,16.66638888888889
TRD_99,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-08-04T17:20:08Z,0.9765,2025-08-05T10:00:09Z,0.977,5000,LONG,2.4999999999997247,0.0,2.4999999999997247,16.666944444444443
TRD_100,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-08-06T02:40:10Z,0.9765,2025-08-06T19:20:04Z,0.9765,5000,LONG,0.0,0.0,0.0,16.665
TRD_101,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-08-07T12:00:04Z,0.977,2025-08-08T04:40:07Z,0.9765,5000,LONG,-2.4999999999997247,0.0,-2.4999999999997247,16.6675
TRD_102,43346999573571279084829705550951657228560122189852907354399832194708460277206,2025-08-08T21:20:02Z,0.9775,2025-08-09T14:00:13Z,0.977,5000,LONG,-2.5000000000002798,0.0,-2.5000000000002798,16.669722222222223
